~external_id,~label,~path,~date
0B39C69D-E83D-4095-BA24-42E2C36AAFBB,CDC has,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170512 174902-0B39C69D.m4a,516329342.351714
9CE982FE-9864-4FA3-B5F6-0F8B84C3E87C,This Was A Dumb Idea,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170513 201036-9CE982FE.m4a,516424236.587293
4EEA8704-1781-4B30-A8A7-ACED3DC2C395,New Recording,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170514 124742-4EEA8704.m4a,516484062.936225
DBCF818D-E4BD-451C-ACED-1F65E043917B,Tea pic Able,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170523 004739-DBCF818D.m4a,517218459.788402
1D910007-DA07-4090-8042-CD8011920EF5,Undo Old Recording?,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170524 195126-1D910007.m4a,517373486.829245
207CCBA5-9A24-4669-B4A4-368E0C39FFF5,Know Your Neighbor,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170524 203341-207CCBA5.m4a,517376021.60236
8DE087FB-0FA1-4DC3-807C-CEB83A33A321,Ja Es Dejar Do,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170526 005529-8DE087FB.m4a,517478129.20264
DF60C491-5AF0-4D8D-8486-0729507B63E2,Love Is Infected,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170527 134748-DF60C491.m4a,517610868.584853
3E5E3180-BEB8-4D7C-8393-4F3F30E0025F,Intimate Neighbor Business Idea,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170529 134621-3E5E3180.m4a,517783581.686141
C710C42C-D854-4B71-A813-6C0D45E12C03,Hollyoua,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170602 203533-C710C42C.m4a,518153733.654759
A6457FC4-7130-4ACC-9499-E13734936A2D,Bike Advice,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170609 174439-A6457FC4.m4a,518748279.390589
3517D232-721D-4F4C-A210-8351ED187E39,V Sit Friend Sir,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170617 220858-3517D232.m4a,519455338.579948
EB9B122C-C303-4529-9418-3ADDB99C3C5F,KFI Community Service Announcement - Chill Out,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170617 223816-EB9B122C.m4a,519457096.686032
706187A8-1D7F-4E8E-B46C-24B7425F8E3E,Gentrification For The Blacks,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170618 162032-706187A8.m4a,519520832.427084
4B5A3AE2-CD5E-4F35-B76A-A3190C8A63A1,Feel Like People,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170618 162631-4B5A3AE2.m4a,519521191.967963
9A828867-C0AC-43DD-9C95-6C85A6372B62,Think Of A tree,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170618 165909-9A828867.m4a,519523149.53263
5FFAEC36-9061-43D3-88C4-09954FAC3858,Consumer Pra... Report,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170621 170602-5FFAEC36.m4a,519782762.742723
67973B46-5B89-44D3-8A23-03D276A1575E,Thrift Store,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170621 170937-67973B46.m4a,519782977.558363
0CCD5232-266F-4BD0-8038-FDA3CB4756BD,Ramblings,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170621 175246-0CCD5232.m4a,519785566.467233
FA4984A4-06D3-41FE-9E26-B0E9849A7EB2,New Recording 2dnfjf,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170621 194811-FA4984A4.m4a,519792491.815372
D5418911-6014-40CC-B883-B6F258A13BCE,Tu,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170701 212232-D5418911.m4a,520662152.61055
BD18FA5A-73A2-43F9-9684-32E0531FA54A,Hedge G,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170702 220804-BD18FA5A.m4a,520751284.99896
378DD2D3-4D7F-43CF-BDD7-946C42BEAC45,Git DB,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170709 140910-378DD2D3.m4a,521327350.050333
5EBDCB64-BC0C-404B-BA18-6399F505EB01,Blood Harvesting For Future Black/Gray Market,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170709 141236-5EBDCB64.m4a,521327556.476085
986F7795-40AB-46F9-9F26-60C3AE4A2D4D,Mad Hatter,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170710 224316-986F7795.m4a,521444596.281317
05AAD761-EC94-4835-ACAC-24F2B7869B93,About Monsoon,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170714 173353-05AAD761.m4a,521771633.417324
8D1B485D-7D5F-47D9-A87D-86A85842FC45,Fail,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170716 025138-8D1B485D.m4a,521891498.845536
51404475-5D77-4D99-94D2-6E7517CF1268,New Recording 2djsa,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170718 010343-51404475.m4a,522057823.662545
94601E22-986A-41B7-BBAD-C1A0238DCDDE,Sandy,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170718 211041-94601E22.m4a,522130241.920662
92316800-57B8-490D-84D4-3AF40B875E19,Sandy 2,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170718 222205-92316800.m4a,522134525.512652
E5217D0B-7D13-4C78-912F-7C29E3556EB5,Gray,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170718 235152-E5217D0B.m4a,522139912.407527
E66CB1C6-19D5-432D-A7EC-6C77209939A2,Forgetful,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170719 175657-E66CB1C6.m4a,522205017.487003
8624091C-DB70-4051-B258-5CC1BB466D96,Fix Your Fucked Up Face Dot Com,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170719 180829-8624091C.m4a,522205709.526362
05BA157D-84D6-4A78-9162-45E47FBA8497,Approaching Adult-wise,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170719 181140-05BA157D.m4a,522205900.404186
DECE57F5-513A-4C74-A340-67B317B15B1C,Wallet Slits,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170719 182234-DECE57F5.m4a,522206554.532907
59BC0B6E-382C-474D-AAAF-07D024692F7D,What This Machine Is Made Of,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170719 183913-59BC0B6E.m4a,522207553.530001
C901CCC7-E9D0-40FA-91FF-66E16EB8A3A5,Mummble,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170726 010212-C901CCC7.m4a,522748932.813592
B9FDC168-456E-483F-B304-01826BC915FF,Full Recall,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170728 184410-B9FDC168.m4a,522985450.827884
09DE75E6-AACA-4032-B638-98914868889E,Bum Sex,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170730 004348-09DE75E6.m4a,523093428.423379
C8E82FBC-41F8-47DD-9A3C-9CDB63E08452,Rappers Were Right,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170730 023648-C8E82FBC.m4a,523100208.941842
D7A8DDD9-C7E9-4456-8D2F-439BFEE72456,Brain Science Of Self Perception,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170730 024715-D7A8DDD9.m4a,523100835.538984
FD83A129-C766-424C-BAB8-121C97902537,Funny Joke,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170730 025122-FD83A129.m4a,523101082.83385
0A21C60A-A54C-4606-B778-C0AFF5DBC318,A Message To Unhappy People,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170730 025224-0A21C60A.m4a,523101144.127404
C5BE9709-9110-4EF3-9747-7478E5C5F299,Career Advice For Cowards,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170730 031212-C5BE9709.m4a,523102332.116157
642F39F6-94E3-4B4F-AE20-EF9090CB9DDE,Came Home With The W,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170802 192646-642F39F6.m4a,523420006.850618
BF4C0DB3-6020-40AF-8CF5-BDF6F0EFD497,Acupuncture,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170804 150118-BF4C0DB3.m4a,523576878.631437
941A8BE8-5A88-4D87-9F4A-918B1FCBBB98,Be Good T Me,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170809 125902-941A8BE8.m4a,524001542.426996
430B34A2-94A7-4BCD-A4CA-1FFFCDB979AE,"I'm Cool, Part 2",/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170809 155300-430B34A2.m4a,524011980.004497
CC1E647E-025B-4986-B4FE-08E7114DE3DC,The City Is Great,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170812 153127-CC1E647E.m4a,524269887.607283
8909C08F-5847-4118-9B94-D9E73D98BC60,Four Faces,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170821 010555-8909C08F.m4a,524995555.882041
0939F0F8-5A2D-4AA1-A808-AC5C3CA3EA93,Hoy Cho Cho,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170824 170310-0939F0F8.m4a,525312190.398449
C4A68982-6D87-4264-8474-9FE2E801738B,Power Walking,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170824 181638-C4A68982.m4a,525316598.228832
E23F7C55-837A-45F1-B2F2-3B742E2D9556,Lupa! Kupa!,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170825 225910-E23F7C55.m4a,525419950.758273
EB47C9A6-6600-4BE4-9A8B-D2478C3A6BF0,New Recording 2,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170827 005044-EB47C9A6.m4a,525513044.053213
2CA9F881-A7B1-4CBE-BD35-D850209F161C,Rap Song,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170831 172400-2CA9F881.m4a,525918240.626454
8E8F3018-1DE0-4DDB-A6B5-69653B85B516,My Philosophy,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170901 134149-8E8F3018.m4a,525991309.03087
2AD68F44-B221-40D1-B4B9-4303A1EDCAB6,Airbnb/ Designer Travel Agency,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170901 143001-2AD68F44.m4a,525994201.900123
F8C8BC5E-9610-4683-AC01-243ECC4186BD,Home Quttomati N,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170901 152946-F8C8BC5E.m4a,525997786.9206
1727AFAC-4042-4582-85BB-E2065223515C,Wuadrapelegic Adaptation Therapy Joke,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170901 153913-1727AFAC.m4a,525998353.845045
FDB652D1-583E-40E1-B71C-E71AD0F548D6,Grid,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170904 220318-FDB652D1.m4a,526280598.648706
5BCFB9C5-504D-4083-BA7C-25F7B5C23C90,I Found My Higher Power,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170907 174920-5BCFB9C5.m4a,526524560.487544
F6FF0316-756E-41DD-AF7D-E4A4B2F4AF02,Face down,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170916 010457-F6FF0316.m4a,527241897.409539
A5D1957D-D101-442C-BAA0-49C9551509E2,Son Stuff,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170916 212333-A5D1957D.m4a,527315013.796179
F9177AC5-A8D8-4174-9F8A-CBAA77A2F529,Weed Doctor,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170917 144629-F9177AC5.m4a,527377589.130748
4BCA8BE9-DF38-4761-A6EA-FF9889106D82,I Don't Remember This,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170922 174941-4BCA8BE9.m4a,527820581.007186
299FD555-657C-4351-91DA-F5E4B3F29201,Ark Lost,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20170925 234500-299FD555.m4a,528101100.033837
FD411A66-161A-4B97-87AE-1EA8281F89B4,New Tenants In My Kuh Life,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171002 012534-FD411A66.m4a,528625534.268772
AD4B1FCF-7259-4337-9B51-6D8B976AC197,Pillowcase Lou Reeds,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171004 005321-AD4B1FCF.m4a,528796401.495644
10FED1A7-01B2-4153-B3D0-D2CBD8805C16,See You In The Morning,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171005 235040-10FED1A7.m4a,528965440.639978
4B2EACE1-9466-450C-AEBC-30F9D68AD0D3,I Remember It Being Wood-sy,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171009 195648-4B2EACE1.m4a,529297008.668014
004C3B8B-AD74-4ACC-AD90-E1F6F6BC0883,That Shut Cray,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171009 215915-004C3B8B.m4a,529304355.025875
6D9339FF-B067-41BA-A7FC-43534004E04A,Honey Milk Tea W Boba,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171010 202702-6D9339FF.m4a,529385222.853378
7F744386-9397-44CB-B7E1-5D43C009A46E,Supe Getter Swing,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171010 213757-7F744386.m4a,529389477.830031
43FA648E-7F38-43C0-9AC7-326A848AB5C8,Game Show Meeting App,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171010 234500-43FA648E.m4a,529397100.720599
0719B464-8DB4-4C4B-9B88-2EF366B8FDF4,Fire My Dong,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171011 032948-0719B464.m4a,529410588.262672
D9011042-B3D3-429C-B510-E01B70B2F4B2,NBC Folks And Was XoWas Was Experiences,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171012 204237-D9011042.m4a,529558957.444502
7A2C0972-5C6E-4283-9DE5-648BBAF05E42,Martin's KT On App Distribution,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171013 153328-7A2C0972.m4a,529626808.085304
093FC219-DD4C-4EC2-8725-3C8D590346D6,Let Then Go!!,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171013 191342-093FC219.m4a,529640022.214479
335FAF60-10C5-4747-AD4A-145800C82067,Did We Finish?,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171013 204158-335FAF60.m4a,529645318.656942
5FC9889D-B1A7-47CB-859B-3C12B94BD9FD,Is My Cousin Ehsan Now,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171016 224606-5FC9889D.m4a,529911966.136281
45367CE1-7451-4B97-AD70-0F889EA8119D,Pixie As A Hat,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171017 002515-45367CE1.m4a,529917915.201859
44FC86B8-A58E-4D3B-A58C-2D99ED44ED7E,Highly Cached,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171021 010620-44FC86B8.m4a,530265980.947364
4FADC49D-FA65-47AA-B2D4-EE87BD6C9FDA,Ku Done,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171030 000915-4FADC49D.m4a,531040155.903096
1E5B8383-7E73-45FD-84CF-B2C51EBF7B03,OMG...... Sandy!! 💜,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20171116 200608-1E5B8383.m4a,532584368.593219
6B98F889-5F0B-4901-A1C3-E0784391C0C4,Recording,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20200418 222131-6B98F889.m4a,608966491.553582
0AD007E4-09CD-41B9-AC82-5CE4C9F30E28,ACA 11th Step Meditation,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20200530 223708-0AD007E4.m4a,612596228.975146
7C37CD5F-72A5-44A5-8EAB-498003A0EB38,Eighth St,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20210812 160323-7C37CD5F.m4a,650502203.739499
DF55938A-169D-4AE3-8E3E-2516983F2C9A,Eighth St 2,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20210813 103423-DF55938A.m4a,650568863.021533
C3428EA4-932F-41DE-8672-65CBBBA7A4C2,Ayahuasca experience July 15 2022,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220715 193929-C3428EA4.m4a,679631969.550047
F9D8D7CF-04F0-4DF4-9730-0512D63C5CCB,July 15 ayahuasca recap,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220716 093447-F9D8D7CF.m4a,679682087.83602
577F3F3E-8AD9-4C6F-A8AA-D2E154A7A6CD,Los Padres National Forest,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220716 130305-577F3F3E.m4a,679694585.347396
52001EC7-11C0-4BBD-B458-525E4D16A55C,App: take action the ingredients to a good life,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 201759-52001EC7.m4a,679807079.667096
F652B57B-56B3-4892-BE94-AA3DB2D8D7F9,Data model: memento morí ,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 202628-F652B57B.m4a,679807588.128036
4E8ED699-4343-4FD7-AE29-EDC20381E105,My web dev journey; rant about media companies ,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 203930-4E8ED699.m4a,679808370.2059
C465A9B1-C28F-4EB1-96A9-9C0626762D3A,How one could use Mirador,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 204332-C465A9B1.m4a,679808612.679111
1D98F3B3-2641-4D37-8227-CAA6FA7D28EF,Dear Tyree,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 205308-1D98F3B3.m4a,679809188.559699
E3F95AE9-367A-46FA-802F-0C8F51519AF0,✓ Dear Tiffany,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 205630-E3F95AE9.m4a,679809390.622102
7CFFAE8E-5DF8-4934-862E-23C749C9FF37,Mirador.. Dear Person,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 205841-7CFFAE8E.m4a,679809521.820924
3BAB4C60-D5DC-4F4A-AC51-5442619FEDF3,✓ Dear Brad,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 210938-3BAB4C60.m4a,679810178.173483
93FB5709-2C6B-4E48-8059-8D298020BBDB,Mirador: editing enhancements,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 211148-93FB5709.m4a,679810308.482661
3CBDCB0A-AA37-413B-81EE-D696D3F0F48C,✓ Dear Jon Li,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 211342-3CBDCB0A.m4a,679810422.526775
A4B39BED-06FA-4B4E-94D0-59B5BC74723E,App idea: model houses,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 214054-A4B39BED.m4a,679812054.500586
9654ADA6-6702-4579-A3E4-DCEF953B426F,✓ About Steve Thorpe,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 220114-9654ADA6.m4a,679813274.904127
5C2E797A-2FF2-408B-8079-B0531D9DFA31,Ayahuasca insight: death decisions warrior,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220717 231523-5C2E797A.m4a,679817723.592136
7588BE5F-21E1-455F-8F15-D58953F8A0D2,Fox sync with Jeff Dow,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220718 133014-7588BE5F.m4a,679869014.753037
07DB4656-1BA5-4334-9A41-9C7DA90A36D6,Talk with Will,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220719 163029-07DB4656.m4a,679966229.974011
12DE5C12-70CE-4CE5-A7AD-7C22C352585A,"I exist! She has to exist, too!",/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220719 173807-12DE5C12.m4a,679970287.421759
DFE09F29-655B-4AE3-82DD-4D823011FD7F,“Hey you should write.” - Brock and Aries,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220719 174102-DFE09F29.m4a,679970462.692651
D7970990-0A4D-457A-BC1D-FF92B88B1674,Don’t abuse plant medicine ,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220719 181240-D7970990.m4a,679972360.349013
2C09D310-395A-449D-B043-311066D1A610,Condition Breakpoint + map features to code execution path,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220720 234644-2C09D310.m4a,680078804.976588
8D794E45-B611-4A00-911E-1E2A0F62A23F,"UW: generator means write once, implement everywhere ",/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220720 235125-8D794E45.m4a,680079085.983376
D1BBC53E-AA55-472B-B7E3-92914192B15F,OLY: use ultímate weapon,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220721 001244-D1BBC53E.m4a,680080364.186745
B60CCF01-4147-4CC7-856E-60C6304086B5,Talk with Will,/Users/helior/Library/Application Support/com.apple.voicememos/Recordings/20220721 113023-B60CCF01.m4a,680121023.406405
